"X","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","Class"
152,1.5633,-0.161541,-0.308645,-0.253095,-1.24129,-0.43686,-0.66647,0.412322,-1.92678,1.06115,0.977062,1.06115,0.571902,-0.603581,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,0.82194,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,0.0117143,-0.322043,"1"
163,0.275486,-0.925907,0.831881,-0.0355477,0.760698,-0.43686,0.622187,0.412322,0.516326,1.06115,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-1.12457,2.17701,"2"
170,0.275486,-0.161541,0.112834,-0.0573024,1.3327,-0.43686,-0.66647,0.412322,-1.92678,1.06115,0.977062,1.06115,-1.73954,1.64824,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-0.556429,0.302721,"5"
174,-1.01233,1.36719,-0.320161,-0.242217,-1.24129,-0.43686,-0.66647,-0.356817,0.516326,-0.937519,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,1.148,1.55225,"1"
190,1.5633,0.602825,-0.321082,-0.253095,-1.24129,-0.43686,-0.66647,-0.356817,0.516326,-0.937519,0.977062,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,1.95135,0.82194,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"1"
191,-0.368421,-0.925907,-0.204542,-0.0137929,0.1887,-0.43686,0.622187,0.412322,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"6"
191,-0.368421,-0.925907,-0.204542,-0.0137929,0.1887,-0.43686,0.622187,0.412322,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"6"
191,-0.368421,-0.925907,-0.204542,-0.0137929,0.1887,-0.43686,0.622187,0.412322,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"6"
2,-0.368421,-0.925907,-0.309106,-0.220463,0.1887,-0.43686,-0.66647,-0.356817,0.516326,-0.937519,-1.0182,1.06115,-1.73954,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,1.98843,-0.299039,-1.12457,-0.946807,"6"
2,-0.368421,-0.925907,-0.309106,-0.220463,0.1887,-0.43686,-0.66647,-0.356817,0.516326,-0.937519,-1.0182,1.06115,-1.73954,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,1.98843,-0.299039,-1.12457,-0.946807,"6"
2,-0.368421,-0.925907,-0.309106,-0.220463,0.1887,-0.43686,-0.66647,-0.356817,0.516326,-0.937519,-1.0182,1.06115,-1.73954,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,1.98843,-0.299039,-1.12457,-0.946807,"6"
80,-0.368421,-0.925907,-0.279625,-0.133444,1.0467,-0.43686,0.622187,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.322043,"6"
80,-0.368421,-0.925907,-0.279625,-0.133444,1.0467,-0.43686,0.622187,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.322043,"6"
191,-0.368421,-0.925907,-0.204542,-0.0137929,0.1887,-0.43686,0.622187,0.412322,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"6"
80,-0.368421,-0.925907,-0.279625,-0.133444,1.0467,-0.43686,0.622187,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.322043,"6"
137,-1.01233,0.602825,0.269449,-0.100812,-0.955295,2.45237,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"0"
37,-1.01233,0.602825,0.0262347,-0.133444,-0.955295,-0.43686,0.192634,-0.356817,0.516326,-0.937519,0.977062,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,1.95135,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"0"
137,-1.01233,0.602825,0.269449,-0.100812,-0.955295,2.45237,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"0"
73,-1.65624,1.36719,-0.272255,-0.166076,-0.955295,2.45237,-0.66647,-1.12596,-1.92678,-0.937519,0.977062,-0.937519,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,0.302721,"0"
14,0.919394,-0.925907,-0.322003,-0.253095,0.760698,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,-0.946807,"2"
163,0.275486,-0.925907,0.831881,-0.0355477,0.760698,-0.43686,0.622187,0.412322,0.516326,1.06115,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-1.12457,2.17701,"2"
163,0.275486,-0.925907,0.831881,-0.0355477,0.760698,-0.43686,0.622187,0.412322,0.516326,1.06115,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-1.12457,2.17701,"2"
14,0.919394,-0.925907,-0.322003,-0.253095,0.760698,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,-0.946807,"2"
163,0.275486,-0.925907,0.831881,-0.0355477,0.760698,-0.43686,0.622187,0.412322,0.516326,1.06115,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-1.12457,2.17701,"2"
89,0.275486,1.36719,-0.17368,-0.176953,-0.669296,2.45237,-0.66647,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,1.38732,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.322043,"5"
30,0.275486,-0.161541,-0.309566,-0.209585,1.3327,-0.43686,-0.66647,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,1.79214,-0.387882,3.11887,-0.342965,0.367,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,1.55225,"5"
170,0.275486,-0.161541,0.112834,-0.0573024,1.3327,-0.43686,-0.66647,0.412322,-1.92678,1.06115,0.977062,1.06115,-1.73954,1.64824,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-0.556429,0.302721,"5"
89,0.275486,1.36719,-0.17368,-0.176953,-0.669296,2.45237,-0.66647,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,1.38732,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.322043,"5"
170,0.275486,-0.161541,0.112834,-0.0573024,1.3327,-0.43686,-0.66647,0.412322,-1.92678,1.06115,0.977062,1.06115,-1.73954,1.64824,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-0.556429,0.302721,"5"
170,0.275486,-0.161541,0.112834,-0.0573024,1.3327,-0.43686,-0.66647,0.412322,-1.92678,1.06115,0.977062,1.06115,-1.73954,1.64824,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-0.556429,0.302721,"5"
119,0.275486,-0.161541,0.0382111,-0.122567,1.3327,-0.43686,1.48129,1.18146,0.516326,1.06115,-1.0182,1.06115,0.571902,1.64824,-0.392383,0.798392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,2.48059,1.71579,-0.500316,-0.299039,-0.556429,0.927484,"5"
9,-1.01233,0.602825,0.956712,0.0514712,-0.955295,-0.43686,0.622187,-1.12596,-1.92678,-0.937519,0.977062,-0.937519,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,0.302721,"0"
10,-1.01233,0.602825,0.956712,0.0514712,-0.955295,-0.43686,0.622187,-0.356817,-1.92678,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,0.302721,"0"
24,-1.01233,0.602825,3.59844,1.04131,0.1887,-0.43686,-0.66647,0.412322,-1.92678,1.06115,0.977062,1.06115,0.571902,-0.603581,-0.392383,-0.379464,1.79214,-0.387882,-0.318976,-0.342965,4.68893,-0.244539,-0.401053,-0.579818,-0.500316,3.32681,-0.556429,-0.322043,"0"
31,0.275486,-0.925907,-0.104124,-0.166076,-0.669296,2.45237,-0.66647,-0.356817,0.516326,1.06115,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,0.798392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-0.556429,0.927484,"1"
32,-1.65624,1.36719,4.27281,0.00796178,-1.24129,1.48929,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,1.98843,-0.299039,-1.12457,-0.946807,"1"
38,0.919394,-0.925907,4.08164,10.7113,0.474699,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,0.82194,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"6"
48,0.275486,-0.925907,-0.31233,-0.253095,-0.669296,-0.43686,-0.66647,0.412322,0.516326,1.06115,0.977062,-0.937519,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,1.148,-0.322043,"2"
54,0.275486,-0.925907,-0.309566,-0.253095,1.3327,-0.43686,0.622187,0.412322,0.516326,1.06115,0.977062,-0.937519,0.571902,-0.603581,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-0.556429,-0.946807,"5"
58,1.5633,-0.161541,-0.314173,-0.242217,-1.24129,-0.43686,-0.66647,2.71974,0.516326,1.06115,0.977062,1.06115,0.571902,-0.603581,2.5354,0.209464,-0.367334,4.80171,3.11887,1.95135,-0.315409,-0.244539,-0.401053,1.71579,1.98843,-0.299039,1.148,0.302721,"1"
70,-1.65624,1.36719,0.679872,-0.253095,0.1887,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,1.38732,1.79214,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,-0.946807,"1"
71,-1.65624,1.36719,-0.322464,-0.253095,-1.24129,-0.43686,-0.66647,-0.356817,0.516326,1.06115,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,0.798392,1.79214,-0.387882,-0.318976,-0.342965,1.27688,-0.244539,2.48059,-0.579818,1.98843,-0.299039,-1.12457,-0.946807,"1"
72,1.5633,-0.925907,-0.322464,-0.253095,-1.24129,-0.43686,-0.66647,2.71974,0.516326,1.06115,0.977062,1.06115,0.571902,-0.603581,2.5354,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,1.98843,3.32681,-1.12457,-0.946807,"1"
77,-1.65624,1.36719,-0.309566,-0.187831,-0.669296,1.48929,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,-1.73954,1.64824,-0.392383,1.97625,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.71614,-0.946807,"0"
94,0.275486,-0.925907,-0.0539154,-0.0681797,1.3327,-0.43686,1.48129,0.412322,0.516326,1.06115,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.968392,1.79214,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,1.71614,-0.322043,"5"
96,0.919394,-0.925907,-0.314173,-0.23134,0.760698,-0.43686,0.622187,0.412322,0.516326,1.06115,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-0.556429,-0.946807,"2"
99,0.275486,-0.161541,-0.308645,-0.242217,1.3327,1.48929,-0.66647,0.412322,0.516326,1.06115,0.977062,-0.937519,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,-0.556429,0.302721,"5"
104,0.275486,-0.161541,-0.0520728,-0.155199,1.3327,0.526217,0.192634,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,-0.322043,"1"
108,0.275486,1.36719,0.24872,-0.176953,-0.669296,2.45237,-0.66647,-0.356817,0.516326,1.06115,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,0.798392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-0.556429,-0.946807,"2"
109,-0.368421,-0.925907,-0.322464,-0.253095,1.3327,1.48929,-0.66647,-0.356817,0.516326,-0.937519,-1.0182,-0.937519,0.571902,1.64824,-0.392383,-0.968392,-0.367334,2.20691,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,1.148,-0.946807,"0"
116,0.919394,-0.925907,0.398886,-0.23134,1.3327,2.45237,-0.66647,-0.356817,0.516326,-0.937519,0.977062,1.06115,-1.73954,-0.603581,-0.392383,-0.968392,3.95162,-0.387882,-0.318976,-0.342965,-0.0879394,4.06824,2.48059,1.71579,-0.500316,-0.299039,-1.12457,-0.946807,"6"
120,1.5633,-0.161541,-0.322464,-0.253095,1.3327,-0.43686,0.622187,-0.356817,-1.92678,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,0.302721,"1"
126,0.275486,-0.925907,0.261157,-0.198708,-0.669296,-0.43686,0.622187,-0.356817,-1.92678,1.06115,-1.0182,-0.937519,0.571902,-0.603581,2.5354,2.56518,1.79214,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,2.28429,-0.322043,"2"
132,0.919394,-0.925907,-0.22481,-0.242217,0.760698,-0.43686,0.192634,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,-1.12457,-0.322043,"2"
138,1.5633,-0.925907,-0.184274,0.269018,1.3327,-0.43686,-0.66647,0.412322,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,0.59447,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"0"
143,-0.368421,-0.925907,-0.213294,-0.0137929,0.1887,2.45237,-0.66647,2.71974,0.516326,1.06115,0.977062,1.06115,0.571902,-0.603581,2.5354,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,0.139531,-0.244539,-0.401053,1.71579,1.98843,3.32681,0.0117143,-0.946807,"6"
144,0.275486,-0.161541,-0.310488,-0.198708,1.3327,2.45237,-0.66647,0.412322,0.516326,1.06115,-1.0182,1.06115,-1.73954,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,3.32681,-1.12457,-0.322043,"5"
150,0.275486,1.36719,-0.289299,-0.220463,-1.24129,-0.43686,0.622187,-0.356817,-1.92678,1.06115,0.977062,-0.937519,0.571902,-0.603581,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-0.556429,0.302721,"5"
156,0.919394,-0.925907,-0.189802,-0.23134,0.760698,-0.43686,0.622187,0.412322,0.516326,-0.937519,0.977062,-0.937519,0.571902,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,-1.12457,2.17701,"2"
161,-1.65624,1.36719,-0.322464,-0.253095,-1.24129,-0.43686,-0.66647,0.412322,-1.92678,-0.937519,0.977062,1.06115,0.571902,1.64824,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,0.0117143,0.302721,"1"
165,0.275486,-0.161541,-0.314633,-0.242217,1.3327,-0.43686,1.48129,2.71974,0.516326,-0.937519,0.977062,1.06115,0.571902,1.64824,2.5354,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,0.0117143,0.302721,"1"
175,0.275486,-0.925907,-0.24692,-0.176953,0.760698,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,1.79214,-0.387882,-0.318976,-0.342965,-0.0879394,4.06824,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"2"
177,-1.65624,1.36719,-0.322464,-0.253095,-1.24129,-0.43686,-0.66647,1.9506,0.516326,1.06115,0.977062,1.06115,0.571902,-0.603581,2.5354,0.209464,-0.367334,2.20691,3.11887,1.95135,-0.315409,-0.244539,-0.401053,1.71579,1.98843,-0.299039,1.148,0.302721,"1"
182,-1.01233,0.602825,-0.240472,-0.220463,-0.955295,-0.43686,3.1995,-0.356817,-1.92678,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,1.38732,-0.367334,-0.387882,-0.318976,1.95135,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,1.55225,"0"
186,1.5633,-0.161541,-0.315555,-0.253095,0.1887,-0.43686,-0.66647,0.412322,0.516326,1.06115,-1.0182,1.06115,-1.73954,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,1.98843,-0.299039,1.71614,-0.322043,"1"
188,-1.01233,1.36719,0.0976327,-0.0899344,-0.955295,-0.43686,0.622187,2.71974,0.516326,1.06115,0.977062,1.06115,0.571902,1.64824,2.5354,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,1.27688,-0.244539,-0.401053,1.71579,1.98843,-0.299039,0.579858,-0.946807,"0"
192,0.275486,-0.161541,0.0944083,0.0514712,1.3327,-0.43686,-0.66647,0.412322,0.516326,1.06115,-1.0182,1.06115,-1.73954,-0.603581,2.5354,-0.379464,1.79214,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,1.98843,-0.299039,-0.556429,-0.322043,"5"
138,1.5633,-0.925907,-0.184274,0.269018,1.3327,-0.43686,-0.66647,0.412322,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,0.59447,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"0"
77,-1.65624,1.36719,-0.309566,-0.187831,-0.669296,1.48929,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,-1.73954,1.64824,-0.392383,1.97625,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.71614,-0.946807,"0"
24,-1.01233,0.602825,3.59844,1.04131,0.1887,-0.43686,-0.66647,0.412322,-1.92678,1.06115,0.977062,1.06115,0.571902,-0.603581,-0.392383,-0.379464,1.79214,-0.387882,-0.318976,-0.342965,4.68893,-0.244539,-0.401053,-0.579818,-0.500316,3.32681,-0.556429,-0.322043,"0"
138,1.5633,-0.925907,-0.184274,0.269018,1.3327,-0.43686,-0.66647,0.412322,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,0.59447,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807,"0"
38,0.919394,-0.925907,4.08164,10.7113,0.474699,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,0.82194,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"6"
38,0.919394,-0.925907,4.08164,10.7113,0.474699,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,0.82194,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"6"
38,0.919394,-0.925907,4.08164,10.7113,0.474699,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,0.82194,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"6"
38,0.919394,-0.925907,4.08164,10.7113,0.474699,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,0.82194,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807,"6"
